# Google_Product_Taxonomy_Version: 2015-02-19
772 - Adultos
780 - Adultos > Armas
2214 - Adultos > Armas > Acessórios e cuidados para armas
503026 - Adultos > Armas > Acessórios e cuidados para armas > Acessórios e equipamentos de recarga
499857 - Adultos > Armas > Acessórios e cuidados para armas > Acessórios e equipamentos de recarga > Prensas para recarga de munição
505762 - Adultos > Armas > Acessórios e cuidados para armas > Caixas e suportes de munição
1822 - Adultos > Armas > Acessórios e cuidados para armas > Canhões elétricos
1783 - Adultos > Armas > Acessórios e cuidados para armas > Coldres para armas
499853 - Adultos > Armas > Acessórios e cuidados para armas > Correias para armas
1806 - Adultos > Armas > Acessórios e cuidados para armas > Culatras
503021 - Adultos > Armas > Acessórios e cuidados para armas > Limpeza de armas
499856 - Adultos > Armas > Acessórios e cuidados para armas > Limpeza de armas > Esponjas para limpeza de armas
499855 - Adultos > Armas > Acessórios e cuidados para armas > Limpeza de armas > Panos e cotonetes para limpeza de armas
499854 - Adultos > Armas > Acessórios e cuidados para armas > Limpeza de armas > Solventes para limpeza de armas
5067 - Adultos > Armas > Acessórios e cuidados para armas > Luzes de arma
500048 - Adultos > Armas > Acessórios e cuidados para armas > Maletas e bolsas para armas
781 - Adultos > Armas > Acessórios e cuidados para armas > Munição
3924 - Adultos > Armas > Armas de bastão
727 - Adultos > Armas > Armas imobilizadoras
3437 - Adultos > Armas > Chicotes
3666 - Adultos > Armas > Espadas
3694 - Adultos > Armas > Estrelas de arremesso
6109 - Adultos > Armas > Facas militares
7175 - Adultos > Armas > Lanças e azagaias
3092 - Adultos > Armas > Nunchaku
782 - Adultos > Armas > Pistolas
7567 - Adultos > Armas > Porretes e bastões
3833 - Adultos > Armas > Soqueiras de metal
726 - Adultos > Armas > Spray de pimenta
773 - Adultos > Erótico
778 - Adultos > Erótico > Brinquedos eróticos
5055 - Adultos > Erótico > Comidas afrodisíacas
776 - Adultos > Erótico > DVDs e vídeos eróticos
6040 - Adultos > Erótico > Jogos eróticos
6536 - Adultos > Erótico > Kits para pole dancing
779 - Adultos > Erótico > Livros eróticos
4060 - Adultos > Erótico > Revistas eróticas
774 - Adultos > Erótico > Roupas eróticas
412 - Alimentos, bebidas e tabaco
4980 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Limpadores para vaso sanitário
7330 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Para todos os tipos de limpeza
500065 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Produtos de limpeza desincrustantes e descalcificadores
4979 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Removedores de odor e manchas para animais de estimação
4975 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Sabão e detergente para louças
7552 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Produtos para limpeza doméstica > Secante abrilhantador
6419 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Protetores de tecidos e forros
4515 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Pás de lixo
6264 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Refis para esfregões
6263 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Refis para espanadores
2610 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Rodos
4677 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Varredores de carpetes
2857 - Casa e jardim > Suprimentos domésticos > Materiais para limpeza doméstica > Vassouras
499674 - Casa e jardim > Suprimentos domésticos > Películas protetoras de pisos e passadeiras
2530 - Casa e jardim > Suprimentos domésticos > Produtos domésticos de papel
3846 - Casa e jardim > Suprimentos domésticos > Produtos domésticos de papel > Guardanapos de papel
624 - Casa e jardim > Suprimentos domésticos > Produtos domésticos de papel > Lenços para o rosto
629 - Casa e jardim > Suprimentos domésticos > Produtos domésticos de papel > Papel higiênico
2742 - Casa e jardim > Suprimentos domésticos > Produtos domésticos de papel > Toalhas de papel
2374 - Casa e jardim > Suprimentos domésticos > Sacos de lixo
627 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira
4656 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Almofadas e capas para mesas de passar roupas
2794 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Amaciantes de tecidos e toalhas amaciantes
499937 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Apoio para ferro de passar
5084 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Bolas de lavar roupa
634 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Cestos para lavanderia
6240 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Desodorizadores de tecido
2754 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Detergente para roupa
6387 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Goma para tecido
7320 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Kits para limpeza a seco
499931 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Peças de reposição para tábua de passar
5704 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Pregadores
5705 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Removedor para tecidos
4657 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Removedores de manchas de tecidos
3080 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Rolos papa-bolinhas
5085 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Sacos e cestas para roupas
7502 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Sprays antiestática e para tirar amassados
633 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Tábuas de passar roupa
2677 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Varais
7457 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Vestuário de proteção
4982 - Casa e jardim > Suprimentos domésticos > Suprimentos de lavandeira > Água sanitária
499885 - Casa e jardim > Suprimentos domésticos > Tapetes antiderrapantes para degraus
8522 - Casa e jardim > Suprimentos domésticos > Tapetes para garagem
3355 - Casa e jardim > Suprimentos domésticos > Termômetros domésticos
111 - Comercial e industrial
8025 - Comercial e industrial > Acessórios para armazenamento industrial
112 - Comercial e industrial > Agricultura
6991 - Comercial e industrial > Agricultura > Pecuária
499946 - Comercial e industrial > Agricultura > Pecuária > Cabrestos para pecuária
6990 - Comercial e industrial > Agricultura > Pecuária > Comedouros para gado
499997 - Comercial e industrial > Agricultura > Pecuária > Incubadoras de ovos
505821 - Comercial e industrial > Agricultura > Pecuária > Ração para gado
1556 - Comercial e industrial > Aplicação das leis
361 - Comercial e industrial > Aplicação das leis > Detectores de metal
1906 - Comercial e industrial > Aplicação das leis > Punhos
5830 - Comercial e industrial > Armazenamento industrial
5832 - Comercial e industrial > Armazenamento industrial > Armários industriais
8274 - Comercial e industrial > Armazenamento industrial > Compartimentos e portas de tela
5831 - Comercial e industrial > Armazenamento industrial > Contêineres para transporte
5833 - Comercial e industrial > Armazenamento industrial > Prateleiras industriais
7240 - Comercial e industrial > Cabeleireiros e Cosmetologia
7242 - Comercial e industrial > Cabeleireiros e Cosmetologia > Cadeiras para pedicure
7241 - Comercial e industrial > Cabeleireiros e Cosmetologia > Cadeiras para salão de cabeleireiro
505670 - Comercial e industrial > Cabeleireiros e Cosmetologia > Capas para cabeleleiros e proteções de pescoço
500086 - Comercial e industrial > Carrinhos e baldes para limpeza
1624 - Comercial e industrial > Ciência e laboratório
6975 - Comercial e industrial > Ciência e laboratório > Bioquímicos
4335 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório
7468 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Acessórios para espectrômetro
4555 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Acessórios para microscópios
4557 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Acessórios para microscópios > Câmeras microscópicas
4665 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Acessórios para microscópios > Lentes objetivas para microscópios
4558 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Acessórios para microscópios > Lâminas para microscópios
4664 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Acessórios para microscópios > Lâmpadas de reposição para microscópios
4556 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Acessórios para microscópios > Oculares e adaptadores para microscópios
4336 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Centrífugas
7393 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Espectrômetros
4116 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Esterilizadores
4231 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Fornos de laboratório
503722 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Funis para laboratório
4474 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Liquidificadores de laboratório
158 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Microscópios
7437 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Micrótomos
7218 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Máquina de gelo seco
500057 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Máquinas de liofilização
4133 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Placas térmicas de laboratório
500114 - Comercial e industrial > Ciência e laboratório > Equipamentos de laboratório > Refrigeradores para laboratório
8119 - Comercial e industrial > Ciência e laboratório > Espécimes de laboratório
7325 - Comercial e industrial > Ciência e laboratório > Kits de dissecação
3002 - Comercial e industrial > Ciência e laboratório > Produtos químicos de laboratório
4255 - Comercial e industrial > Ciência e laboratório > Suprimentos de laboratório
4061 - Comercial e industrial > Ciência e laboratório > Suprimentos de laboratório > Cilindros graduados
4155 - Comercial e industrial > Ciência e laboratório > Suprimentos de laboratório > Estantes para tubos de ensaio
4036 - Comercial e industrial > Ciência e laboratório > Suprimentos de laboratório > Frascos de laboratório
4140 - Comercial e industrial > Ciência e laboratório > Suprimentos de laboratório > Frascos de lavagem
4075 - Comercial e industrial > Ciência e laboratório > Suprimentos de laboratório > Pipetas
4276 - Comercial e industrial > Ciência e laboratório > Suprimentos de laboratório > Placa de Petri
4310 - Comercial e industrial > Ciência e laboratório > Suprimentos de laboratório > Provetas
4306 - Comercial e industrial > Ciência e laboratório > Suprimentos de laboratório > Tubos de ensaio
7261 - Comercial e industrial > Componentes de controle de automação
7262 - Comercial e industrial > Componentes de controle de automação > Controladores de velocidade ajustáveis e de frequência variável
7263 - Comercial e industrial > Componentes de controle de automação > Controladores lógicos programáveis
114 - Comercial e industrial > Construção
134 - Comercial e industrial > Construção > Agrimensura
8278 - Comercial e industrial > Construção > Cones e barris de trânsito
2047 - Comercial e industrial > Equipamento de proteção
8269 - Comercial e industrial > Equipamento de proteção > Acessórios para respiradores e máscaras de gás
499708 - Comercial e industrial > Equipamento de proteção > Arneses de segurança no trabalho
6764 - Comercial e industrial > Equipamento de proteção > Aventais de proteção
2723 - Comercial e industrial > Equipamento de proteção > Capacetes de proteção
499927 - Comercial e industrial > Equipamento de proteção > Capacetes para soldagem
2389 - Comercial e industrial > Equipamento de proteção > Coletes à prova de bala
7085 - Comercial e industrial > Equipamento de proteção > Correias de segurança
499961 - Comercial e industrial > Equipamento de proteção > Joelheiras de segurança
5591 - Comercial e industrial > Equipamento de proteção > Luvas de segurança
503724 - Comercial e industrial > Equipamento de proteção > Máscaras de proteção
7407 - Comercial e industrial > Equipamento de proteção > Máscaras de proteção > Máscara de proteção contra poeira
2349 - Comercial e industrial > Equipamento de proteção > Máscaras de proteção > Máscaras de bombeiros
2473 - Comercial e industrial > Equipamento de proteção > Máscaras de proteção > Máscaras de gás e respiradores
513 - Comercial e industrial > Equipamento de proteção > Máscaras de proteção > Máscaras médicas
2808 - Comercial e industrial > Equipamento de proteção > Traje de proteção contra materiais perigosos
2227 - Comercial e industrial > Equipamento de proteção > Óculos de proteção
2155 - Comercial e industrial > Filmes e televisão
1813 - Comercial e industrial > Finanças e seguros
7565 - Comercial e industrial > Finanças e seguros > Barras de ouro ou prata
1475 - Comercial e industrial > Hotel e hospitalidade
1470 - Comercial e industrial > Manufatura
6987 - Comercial e industrial > Manuseio de materiais
131 - Comercial e industrial > Manuseio de materiais > Içamento
503767 - Comercial e industrial > Manuseio de materiais > Içamento > Elevadores para funcionários
503768 - Comercial e industrial > Manuseio de materiais > Içamento > Elevadores, guindastes e troles
503771 - Comercial e industrial > Manuseio de materiais > Içamento > Empilhadeiras e macacos
503772 - Comercial e industrial > Manuseio de materiais > Içamento > Guinchos
503769 - Comercial e industrial > Manuseio de materiais > Içamento > Roldanas, blocos e polias
503011 - Comercial e industrial > Manuseio de materiais > Plataformas de carga e pallets
6988 - Comercial e industrial > Manuseio de materiais > Transportadoras
1795 - Comercial e industrial > Maquinaria pesada
2072 - Comercial e industrial > Maquinaria pesada > Trituradoras
2496 - Comercial e industrial > Medicina
1645 - Comercial e industrial > Medicina > Aventais cirúrgicos
1898 - Comercial e industrial > Medicina > Avental hospitalar
6275 - Comercial e industrial > Medicina > Cortinas hospitalares
6490 - Comercial e industrial > Medicina > Equipamento de ensino médico
6491 - Comercial e industrial > Medicina > Equipamento de ensino médico > Manequins para prática de ressuscitação cardiopulmonar
3477 - Comercial e industrial > Medicina > Equipamento médico
6714 - Comercial e industrial > Medicina > Equipamento médico > Acessórios para monitores de sinais vitais
503006 - Comercial e industrial > Medicina > Equipamento médico > Cinto para transferência de paciente
3230 - Comercial e industrial > Medicina > Equipamento médico > Desfibriladores externos automáticos
7522 - Comercial e industrial > Medicina > Equipamento médico > Elevador de pacientes
4364 - Comercial e industrial > Medicina > Equipamento médico > Estetoscópios
499858 - Comercial e industrial > Medicina > Equipamento médico > Macas e camas hospitalares
6972 - Comercial e industrial > Medicina > Equipamento médico > Martelos de reflexo
6280 - Comercial e industrial > Medicina > Equipamento médico > Monitores de sinais vitais
4245 - Comercial e industrial > Medicina > Equipamento médico > Otoscópios e oftalmoscópios
230913 - Comercial e industrial > Medicina > Instrumentos médicos
499935 - Comercial e industrial > Medicina > Instrumentos médicos > Agulhas e suturas cirúrgicas
8026 - Comercial e industrial > Medicina > Instrumentos médicos > Bisturis
6281 - Comercial e industrial > Medicina > Instrumentos médicos > Fórceps
232166 - Comercial e industrial > Medicina > Instrumentos médicos > Lâminas de bisturi
5167 - Comercial e industrial > Medicina > Móveis médicos
5170 - Comercial e industrial > Medicina > Móveis médicos > Armarinhos
5169 - Comercial e industrial > Medicina > Móveis médicos > Cadeiras e mesas para exames
4435 - Comercial e industrial > Medicina > Móveis médicos > Camas para hospital e tratamento em casa
5171 - Comercial e industrial > Medicina > Móveis médicos > Carrinhos médicos
5173 - Comercial e industrial > Medicina > Móveis médicos > Carrinhos médicos > Carrinhos de emergência
5174 - Comercial e industrial > Medicina > Móveis médicos > Carrinhos médicos > Porta-soros e carrinhos
5172 - Comercial e industrial > Medicina > Móveis médicos > Mesas cirúrgicas
5168 - Comercial e industrial > Medicina > Móveis médicos > Mesas para quiroprático
6303 - Comercial e industrial > Medicina > Roupa de cama hospitalar
2928 - Comercial e industrial > Medicina > Roupas cirúrgicas
2907 - Comercial e industrial > Medicina > Suprimentos médicos
505828 - Comercial e industrial > Medicina > Suprimentos médicos > Acessórios para colostomia
511 - Comercial e industrial > Medicina > Suprimentos médicos > Luvas descartáveis
7324 - Comercial e industrial > Medicina > Suprimentos médicos > Palito abaixador de língua
7063 - Comercial e industrial > Medicina > Suprimentos médicos > Protetores de dedo
499696 - Comercial e industrial > Medicina > Suprimentos médicos > Seringas e agulhas médicas
5602 - Comercial e industrial > Medicina > Toucas cirúrgicas
2187 - Comercial e industrial > Mineração
7497 - Comercial e industrial > Odontologia
7500 - Comercial e industrial > Odontologia > Cimento odontológico
7499 - Comercial e industrial > Odontologia > Instrumentos odontológicos
7531 - Comercial e industrial > Odontologia > Instrumentos odontológicos > Conjuntos de intrumentos odontológicos
8120 - Comercial e industrial > Odontologia > Instrumentos odontológicos > Escovas profiláticas
7498 - Comercial e industrial > Odontologia > Instrumentos odontológicos > Espelhos odontológicos
8490 - Comercial e industrial > Odontologia > Instrumentos odontológicos > Potes Dappen
8121 - Comercial e industrial > Odontologia > Instrumentos odontológicos > Taças profiláticas
8130 - Comercial e industrial > Odontologia > Pasta profilática
4285 - Comercial e industrial > Piercing e tatuagem
4350 - Comercial e industrial > Piercing e tatuagem > Suprimentos para piercings
4122 - Comercial e industrial > Piercing e tatuagem > Suprimentos para piercings > Agulhas para piercings
4326 - Comercial e industrial > Piercing e tatuagem > Suprimentos para tatuagens
4072 - Comercial e industrial > Piercing e tatuagem > Suprimentos para tatuagens > Agulhas para tatuagem
4379 - Comercial e industrial > Piercing e tatuagem > Suprimentos para tatuagens > Aparelhos para tatuagem
5853 - Comercial e industrial > Piercing e tatuagem > Suprimentos para tatuagens > Cobertura para tatuagens
4215 - Comercial e industrial > Piercing e tatuagem > Suprimentos para tatuagens > Tintas para tatuagem
5863 - Comercial e industrial > Publicidade e marketing
5864 - Comercial e industrial > Publicidade e marketing > Balcões de feiras comerciais
5865 - Comercial e industrial > Publicidade e marketing > Displays para feiras comerciais
5884 - Comercial e industrial > Publicidade e marketing > Folhetos
135 - Comercial e industrial > Serviço de gastronomia
5104 - Comercial e industrial > Serviço de gastronomia > Aquecedores de pratos
4217 - Comercial e industrial > Serviço de gastronomia > Bacias plásticas
7303 - Comercial e industrial > Serviço de gastronomia > Caixas para itens de padaria
4742 - Comercial e industrial > Serviço de gastronomia > Carrinhos para serviço de alimentação
5097 - Comercial e industrial > Serviço de gastronomia > Embalagem para viagem
7553 - Comercial e industrial > Serviço de gastronomia > Fritadeira industrial
6517 - Comercial e industrial > Serviço de gastronomia > Hot-dog rollers
7353 - Comercial e industrial > Serviço de gastronomia > Local para armazenar gelo
137 - Comercial e industrial > Serviço de gastronomia > Máquinas automáticas de venda
6786 - Comercial e industrial > Serviço de gastronomia > Máquinas para lavar e secar alimentos
8532 - Comercial e industrial > Serviço de gastronomia > Porta-conta
5102 - Comercial e industrial > Serviço de gastronomia > Recipientes para servir alimentos
4096 - Comercial e industrial > Serviço de gastronomia > Sacos plásticos para comidas
8059 - Comercial e industrial > Serviço de gastronomia > Tampas descartáveis
4632 - Comercial e industrial > Serviço de gastronomia > Utensílios descartáveis
5099 - Comercial e industrial > Serviço de gastronomia > Utensílios descartáveis > Copos descartáveis
5101 - Comercial e industrial > Serviço de gastronomia > Utensílios descartáveis > Pratos descartáveis
5100 - Comercial e industrial > Serviço de gastronomia > Utensílios descartáveis > Talheres descartáveis
5098 - Comercial e industrial > Serviço de gastronomia > Utensílios descartáveis > Tigelas descartáveis
7088 - Comercial e industrial > Serviço de gastronomia > Utensílios para servir descartáveis
7089 - Comercial e industrial > Serviço de gastronomia > Utensílios para servir descartáveis > Bandejas descartáveis
8533 - Comercial e industrial > Serviço de gastronomia > Vidros protetores para bufê
1827 - Comercial e industrial > Silvicultura e corte de madeira
976 - Comercial e industrial > Sinalização
7323 - Comercial e industrial > Sinalização > Placas de aberto e fechado
5894 - Comercial e industrial > Sinalização > Placas de emergência e saída
5896 - Comercial e industrial > Sinalização > Placas de estacionamento e permissões
7322 - Comercial e industrial > Sinalização > Placas de horário de funcionamento
5897 - Comercial e industrial > Sinalização > Placas de identificação de instalação
5900 - Comercial e industrial > Sinalização > Placas de regulamentos
5893 - Comercial e industrial > Sinalização > Placas de segurança
5892 - Comercial e industrial > Sinalização > Placas de segurança e advertência
4297 - Comercial e industrial > Sinalização > Placas de sinalização eletrônicas
4070 - Comercial e industrial > Sinalização > Placas de sinalização eletrônicas > Placas de anúncio com neon
4131 - Comercial e industrial > Sinalização > Placas de sinalização eletrônicas > Placas de anúncios com LED
5895 - Comercial e industrial > Sinalização > Placas de trânsito e tráfego
5898 - Comercial e industrial > Sinalização > Placas de varejo e vendas
8155 - Comercial e industrial > Sinalização > Placas digitais
5899 - Comercial e industrial > Sinalização > Placas para calçadas e jardins
138 - Comercial e industrial > Varejo
4244 - Comercial e industrial > Varejo > Araras de exibição de roupas
4160 - Comercial e industrial > Varejo > Balcões-vitrine para lojas
3803 - Comercial e industrial > Varejo > Manequins
4181 - Comercial e industrial > Varejo > Manuseio de dinheiro
505825 - Comercial e industrial > Varejo > Manuseio de dinheiro > Acessórios para terminais de ponto de venda e caixas registradoras
4283 - Comercial e industrial > Varejo > Manuseio de dinheiro > Acessórios para terminais de ponto de venda e caixas registradoras > Gavetas de dinheiro
5310 - Comercial e industrial > Varejo > Manuseio de dinheiro > Acessórios para terminais de ponto de venda e caixas registradoras > Pads para captura de assinaturas
505808 - Comercial e industrial > Varejo > Manuseio de dinheiro > Acessórios para terminais de ponto de venda e caixas registradoras > Terminais de cartão de crédito
4151 - Comercial e industrial > Varejo > Manuseio de dinheiro > Contadores de moedas e notas
4055 - Comercial e industrial > Varejo > Manuseio de dinheiro > Envoltórios de papel para moedas e tiras de papel para notas
3273 - Comercial e industrial > Varejo > Manuseio de dinheiro > Máquinas de câmbio de dinheiro
4329 - Comercial e industrial > Varejo > Manuseio de dinheiro > Sacos para depósito de dinheiro
505824 - Comercial e industrial > Varejo > Manuseio de dinheiro > Terminais de ponto de venda e caixas registradoras
4290 - Comercial e industrial > Varejo > Manuseio de dinheiro > Verificadores de cédulas
7128 - Comercial e industrial > Varejo > Partes de manequins
4127 - Comercial e industrial > Varejo > Pistolas marcadoras de preço
499897 - Comercial e industrial > Varejo > Réplicas e objetos de cena para lojas
1837 - Comercial e industrial > Varejo > Sacolas de compras plásticas e de papel
141 - Câmeras e óptica
2096 - Câmeras e óptica > Câmera e acessórios ópticos
143 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras
5479 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Acessórios de iluminação para câmeras
8535 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Acessórios para caixas estanque
5937 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Acessórios para câmera de vigilância
503019 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Acessórios para visores e tampas de câmeras
5429 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Alças para câmera
6308 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Bolsas para câmeras
296247 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Botões de reposição para câmera
8174 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Conjuntos de acessórios para câmera
5532 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Controles remotos para câmeras
298420 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Conversores análogicos-digitais para câmeras
500104 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Dispositivos de foco para câmeras
461567 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Engrenagens de câmera
6307 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Estojos para câmeras subaquáticas
153 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Filme
148 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Flashes de câmera
500037 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Grips para câmeras
2394 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Luzes de câmera de vídeo
500107 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Monitores para câmeras
296246 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Painéis e portas de reposição para corpo da câmera
296248 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Sensores de imagem para câmera
503020 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Silenciadores de câmeras e de som
499998 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Suportes e estabilizadores para câmeras
2987 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Suportes para flash
296249 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Telas e displays de reposição para câmera
461568 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios e peças para câmeras > Unidades de zoom para lentes de câmera
2911 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para lentes ópticas
5588 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para lentes ópticas > Adaptadores para lentes e filtros
147 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para lentes ópticas > Filtros para lentes
2829 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para lentes ópticas > Proteções para lentes
4441 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para lentes ópticas > Sacos para lentes de câmeras
2627 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para lentes ópticas > Tampas para lentes
4416 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para lentes ópticas > Teleconversores e extensores
4638 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para tripés e monopés
503726 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para tripés e monopés > Alças para tripés
4639 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para tripés e monopés > Cabeças de tripés e monopés
3035 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para tripés e monopés > Colares e suportes para tripé
503016 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para tripés e monopés > Espalhador de solo para tripés
4640 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios para tripés e monopés > Estojos para tripés e monopés
160 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios ópticos
5282 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios ópticos > Acessórios para binóculos e monóculos
5283 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios ópticos > Acessórios para focalizador
5543 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios ópticos > Acessórios para mira de armas
5284 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios ópticos > Acessórios para telescópio
5542 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios ópticos > Acessórios para telescópio portátil
4274 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios ópticos > Acessórios ópticos termais
5545 - Câmeras e óptica > Câmera e acessórios ópticos > Acessórios ópticos > Bolsas e estojos para equipamentos ópticos
463625 - Câmeras e óptica > Câmera e acessórios ópticos > Cabos de reposição para câmera e acessórios ópticos
149 - Câmeras e óptica > Câmera e acessórios ópticos > Lentes para câmeras e lentes ópticas
4432 - Câmeras e óptica > Câmera e acessórios ópticos > Lentes para câmeras e lentes ópticas > Lentes de câmera
5346 - Câmeras e óptica > Câmera e acessórios ópticos > Lentes para câmeras e lentes ópticas > Lentes para câmera de vigilância
5280 - Câmeras e óptica > Câmera e acessórios ópticos > Lentes para câmeras e lentes ópticas > Lentes para câmera de vídeo
150 - Câmeras e óptica > Câmera e acessórios ópticos > Tripés e monopés
142 - Câmeras e óptica > Câmeras
499976 - Câmeras e óptica > Câmeras > Boroscópio
154 - Câmeras e óptica > Câmeras > Câmeras de filme
5402 - Câmeras e óptica > Câmeras > Câmeras de trilha
